claim_id,section,subsection,surface,statistic_type,token_form,token,parsed_value,decimals_quoted,aggregation_unit,source_alias,source_artifact_id,json_pointer,generated_value,abs_delta,tolerance_rule,flag,flag_reason,resolution_confidence,external_literature,derived_now_generated,source_sha256,sentence
C0248,Method,Instrument 3: measuring the degeneracy adjudication instead of asserting it,prose,rate,count,3,3.0,0,,V2,art_P-_YL8tdIwqF,/metadata/rates_filtered/pooled/matched/A_canned/judge5_degenerate/k,3.0,0.0,EXACT (counts and verdict strings),MATCH,resolved against a stamped source,MEDIUM,False,False,0ce1ff121dea640cbeddd7713670d46245568c4c99c5cd6d5ddd53b7daab8a52,"The archived lexical screen (distinct-3 $\geq 0.50$, maximum 5-gram repeat $\leq 3$, computed on generated token ids) is therefore re-applied to all 45,900 archived steered generations, and only the *survivors* are judged, at three pre-registered coefficient levels:"
C0249,Method,Instrument 3: measuring the degeneracy adjudication instead of asserting it,prose,rate,count,"45,900",45900.0,0,,V2,art_P-_YL8tdIwqF,/metrics_agg/n_generations_screened,45900.0,0.0,EXACT (counts and verdict strings),MATCH,resolved against a stamped source,HIGH,False,False,0ce1ff121dea640cbeddd7713670d46245568c4c99c5cd6d5ddd53b7daab8a52,"The archived lexical screen (distinct-3 $\geq 0.50$, maximum 5-gram repeat $\leq 3$, computed on generated token ids) is therefore re-applied to all 45,900 archived steered generations, and only the *survivors* are judged, at three pre-registered coefficient levels:"
C0250,Method,Instrument 3: measuring the degeneracy adjudication instead of asserting it,prose,rate,count,"6,536",6536.0,0,item,V2,art_P-_YL8tdIwqF,/metrics_agg/n_judged_items,6536.0,0.0,EXACT (counts and verdict strings),MATCH,resolved against a stamped source,HIGH,False,False,0ce1ff121dea640cbeddd7713670d46245568c4c99c5cd6d5ddd53b7daab8a52,"A's matched contrast (the adjudication), B's own peak refusal rate, and B's own maximum contrast [ARTIFACT:art_P-_YL8tdIwqF]. 6,536 items are scored under two rubrics, 11,866 calls, parse rate $1.000$, $0.674."
C0251,Method,Instrument 3: measuring the degeneracy adjudication instead of asserting it,prose,rate,count,"11,866",11866.0,0,item,,,,,,EXACT (counts and verdict strings),UNTRACEABLE,no reportable leaf in any stamped source rounds to this value,NONE,False,False,,"A's matched contrast (the adjudication), B's own peak refusal rate, and B's own maximum contrast [ARTIFACT:art_P-_YL8tdIwqF]. 6,536 items are scored under two rubrics, 11,866 calls, parse rate $1.000$, $0.674."
C0252,Method,Instrument 3: measuring the degeneracy adjudication instead of asserting it,prose,rate,real,1.000,1.0,3,item,V2,art_P-_YL8tdIwqF,/metadata/rates_filtered/pooled/matched/B_paraphrase/judge4_degenerate/k,1.0,0.0,|delta| <= 0.5e-3 is ROUNDING_OK,MATCH,resolved against a stamped source,HIGH,False,False,0ce1ff121dea640cbeddd7713670d46245568c4c99c5cd6d5ddd53b7daab8a52,"A's matched contrast (the adjudication), B's own peak refusal rate, and B's own maximum contrast [ARTIFACT:art_P-_YL8tdIwqF]. 6,536 items are scored under two rubrics, 11,866 calls, parse rate $1.000$, $0.674."
C0253,Method,Instrument 3: measuring the degeneracy adjudication instead of asserting it,prose,rate,real,0.674,0.674,3,item,V2,art_P-_YL8tdIwqF,/metadata/rates_filtered/per_member/abliterated_1p7/own_max_contrast/C_stylistic/judge4_degenerate/clopper_pearson95/0,0.6744978745888095,0.0004978745888094549,|delta| <= 0.5e-3 is ROUNDING_OK,ROUNDING_OK,resolved against a stamped source,MEDIUM,False,False,0ce1ff121dea640cbeddd7713670d46245568c4c99c5cd6d5ddd53b7daab8a52,"A's matched contrast (the adjudication), B's own peak refusal rate, and B's own maximum contrast [ARTIFACT:art_P-_YL8tdIwqF]. 6,536 items are scored under two rubrics, 11,866 calls, parse rate $1.000$, $0.674."
C0254,Method,Instrument 3: measuring the degeneracy adjudication instead of asserting it,prose,p_value,count,1,1.0,0,,V2,art_P-_YL8tdIwqF,/metadata/verdicts/counts_by_level/own_max_contrast/REVERSAL_SURVIVES,1.0,0.0,EXACT (counts and verdict strings),MATCH,resolved against a stamped source,HIGH,False,False,0ce1ff121dea640cbeddd7713670d46245568c4c99c5cd6d5ddd53b7daab8a52,"Every rate is reported against a control false-positive floor computed on the *same filtered population* from axes C and D, and a Rogan–Gladen correction is reported alongside — never instead of — the raw rate, with its truncation flagged where both rates fall below $1 - \text{specificity} = 0.196$."
C0255,Method,Instrument 3: measuring the degeneracy adjudication instead of asserting it,prose,p_value,real,0.196,0.196,3,,V2,art_P-_YL8tdIwqF,/metadata/rates_filtered/pooled/own_peak_rate/D_random0/judge4_inclusive/rate,0.1956124314442413,0.00038756855575869387,|delta| <= 0.5e-3 is ROUNDING_OK,UNIT_MISSING,resolves to a source value but the sentence does not name the aggregation unit,MEDIUM,False,False,0ce1ff121dea640cbeddd7713670d46245568c4c99c5cd6d5ddd53b7daab8a52,"Every rate is reported against a control false-positive floor computed on the *same filtered population* from axes C and D, and a Rogan–Gladen correction is reported alongside — never instead of — the raw rate, with its truncation flagged where both rates fall below $1 - \text{specificity} = 0.196$."
C0256,Method,Instrument 4: the aggregation-unit repair and the threshold surface,prose,cost_usd,real,0.00,0.0,2,,V1_S1,art__tq3ZgPRYB0B,/deltas/reliable14_rank_bottom_yV2::alpha_50_nonparametric_minus_ams_sigma/lineage_level/prob_delta_gt_0,0.0,0.0,|delta| <= 0.5e-2 is ROUNDING_OK,MATCH,resolved against a stamped source,MEDIUM,False,False,b438f7dc809226e4dea85260c9352c89e38bb160befa59298b23822e58e60dfd,"A pure re-analysis over the frozen archives, with no GPU, no generation and $0.00 spend, running end to end in 125 s [ARTIFACT:art__tq3ZgPRYB0B]."
C0257,Method,Instrument 4: the aggregation-unit repair and the threshold surface,prose,cost_usd,count,125,125.0,0,,A1_ANALYSIS1,iter_3_gen_art_evaluation_1,/per_checkpoint/abliterated_0p6/n_refusal,125.0,0.0,EXACT (counts and verdict strings),MATCH,resolved against a stamped source,MEDIUM,False,False,c670b0b8a28b1ce02908366b5d13213d5f4e165aba01c866c2458c2ba194f47a,"A pure re-analysis over the frozen archives, with no GPU, no generation and $0.00 spend, running end to end in 125 s [ARTIFACT:art__tq3ZgPRYB0B]."
C0258,Method,Instrument 4: the aggregation-unit repair and the threshold surface,prose,p_value,count,1,1.0,0,,V1_S1,art__tq3ZgPRYB0B,/table/all19_drop_undefined_yE3/scores/ams_sigma_para/member_level/permutation/n_extreme,1.0,0.0,EXACT (counts and verdict strings),MATCH,resolved against a stamped source,HIGH,False,False,b438f7dc809226e4dea85260c9352c89e38bb160befa59298b23822e58e60dfd,"Analysis 1 recomputes every score at both aggregation units, holding the exhaustive $7! = 5040$ lineage permutation constant in both so the rows are comparable."
C0259,Method,Instrument 4: the aggregation-unit repair and the threshold surface,prose,p_value,count,7,7.0,0,,V1_S1,art__tq3ZgPRYB0B,/headline_discrepancy/n_lineage_level,7.0,0.0,EXACT (counts and verdict strings),MATCH,resolved against a stamped source,HIGH,False,False,b438f7dc809226e4dea85260c9352c89e38bb160befa59298b23822e58e60dfd,"Analysis 1 recomputes every score at both aggregation units, holding the exhaustive $7! = 5040$ lineage permutation constant in both so the rows are comparable."
C0260,Method,Instrument 4: the aggregation-unit repair and the threshold surface,prose,p_value,count,5040,5040.0,0,,V1_S1,art__tq3ZgPRYB0B,/deltas/all19_drop_undefined_yE3::max_refusal_rate_minus_ams_sigma/member_level/permutation/n_permutations,5040.0,0.0,EXACT (counts and verdict strings),MATCH,resolved against a stamped source,HIGH,False,False,b438f7dc809226e4dea85260c9352c89e38bb160befa59298b23822e58e60dfd,"Analysis 1 recomputes every score at both aggregation units, holding the exhaustive $7! = 5040$ lineage permutation constant in both so the rows are comparable."
C0261,Method,Instrument 4: the aggregation-unit repair and the threshold surface,prose,AUROC,count,4,4.0,0,,V1_S1,art__tq3ZgPRYB0B,/table/all19_drop_undefined_yV2/scores/ams_sigma/member_level/n_tied_y,4.0,0.0,EXACT (counts and verdict strings),MATCH,resolved against a stamped source,HIGH,False,False,b438f7dc809226e4dea85260c9352c89e38bb160befa59298b23822e58e60dfd,"Analysis 4 audits the previous draft's own prose: 57 correlation, AUROC and $\Delta$ claims, classified as traceable-with-unit, traceable-without-unit, value-mismatch or untraceable."
C0262,Method,Instrument 4: the aggregation-unit repair and the threshold surface,prose,AUROC,count,57,57.0,0,,V1,art__tq3ZgPRYB0B,/metrics_agg/n_prose_claims_audited,57.0,0.0,EXACT (counts and verdict strings),MATCH,resolved against a stamped source,HIGH,False,False,cea613c24465c273c63bdc689b2f35b40f85272fc979f84ec4b03231d91196ea,"Analysis 4 audits the previous draft's own prose: 57 correlation, AUROC and $\Delta$ claims, classified as traceable-with-unit, traceable-without-unit, value-mismatch or untraceable."
C0263,Results,"Reading and steering are coupled, and our previous dissociation was an item-pool artifact",prose,count,count,30,30.0,0,checkpoint,E2,art_1xT3w1joqeJ8,/metadata/results/sanity_panel/n_D_members,30.0,0.0,EXACT (counts and verdict strings),MATCH,resolved against a stamped source,HIGH,False,False,1b6a9013693652ed5086400b62e73cbee57ed89b692d7b06081df43bb74d6df1,"Measured on 30 checkpoints, in both roles of the same five axes, on each model's own spontaneous text, it is wrong [ARTIFACT:art_1xT3w1joqeJ8]."
C0264,Results,"Reading and steering are coupled, and our previous dissociation was an item-pool artifact",prose,count,count,30,30.0,0,member,E2,art_1xT3w1joqeJ8,/metadata/results/sanity_panel/n_D_members,30.0,0.0,EXACT (counts and verdict strings),MATCH,resolved against a stamped source,HIGH,False,False,1b6a9013693652ed5086400b62e73cbee57ed89b692d7b06081df43bb74d6df1,"Of 30 members the canonical axis returns 20 `READS`, 1 `AMBIGUOUS`, 9 `UNDEFINED` and **zero** `AT_CHANCE`."
C0265,Results,"Reading and steering are coupled, and our previous dissociation was an item-pool artifact",prose,count,count,20,20.0,0,member,E2,art_1xT3w1joqeJ8,/metadata/results/h1_abliterated_arm/per_member/0/n_layers,20.0,0.0,EXACT (counts and verdict strings),MATCH,resolved against a stamped source,HIGH,False,False,1b6a9013693652ed5086400b62e73cbee57ed89b692d7b06081df43bb74d6df1,"Of 30 members the canonical axis returns 20 `READS`, 1 `AMBIGUOUS`, 9 `UNDEFINED` and **zero** `AT_CHANCE`."
C0266,Results,"Reading and steering are coupled, and our previous dissociation was an item-pool artifact",prose,count,count,1,1.0,0,member,E2,art_1xT3w1joqeJ8,/metadata/results/h1_abliterated_arm/per_member/0/n_refusal,1.0,0.0,EXACT (counts and verdict strings),MATCH,resolved against a stamped source,HIGH,False,False,1b6a9013693652ed5086400b62e73cbee57ed89b692d7b06081df43bb74d6df1,"Of 30 members the canonical axis returns 20 `READS`, 1 `AMBIGUOUS`, 9 `UNDEFINED` and **zero** `AT_CHANCE`."
C0267,Results,"Reading and steering are coupled, and our previous dissociation was an item-pool artifact",prose,count,count,9,9.0,0,member,E2,art_1xT3w1joqeJ8,/metadata/results/h1_abliterated_arm/per_member/0/matched_contrast/n_shared_c,9.0,0.0,EXACT (counts and verdict strings),MATCH,resolved against a stamped source,HIGH,False,False,1b6a9013693652ed5086400b62e73cbee57ed89b692d7b06081df43bb74d6df1,"Of 30 members the canonical axis returns 20 `READS`, 1 `AMBIGUOUS`, 9 `UNDEFINED` and **zero** `AT_CHANCE`."
C0268,Results,"Reading and steering are coupled, and our previous dissociation was an item-pool artifact",prose,verdict_string,real,READS,,0,member,E2,art_1xT3w1joqeJ8,/metadata/results/sanity_panel/rows/37/verdict,READS,,EXACT (counts and verdict strings),MATCH,verdict string reproduced verbatim from a stamped source,NA,False,False,1b6a9013693652ed5086400b62e73cbee57ed89b692d7b06081df43bb74d6df1,"Of 30 members the canonical axis returns 20 `READS`, 1 `AMBIGUOUS`, 9 `UNDEFINED` and **zero** `AT_CHANCE`."
C0269,Results,"Reading and steering are coupled, and our previous dissociation was an item-pool artifact",prose,verdict_string,real,AMBIGUOUS,,0,member,E2,art_1xT3w1joqeJ8,/metadata/results/sanity_panel/D_violations/6/verdict,AMBIGUOUS,,EXACT (counts and verdict strings),MATCH,verdict string reproduced verbatim from a stamped source,NA,False,False,1b6a9013693652ed5086400b62e73cbee57ed89b692d7b06081df43bb74d6df1,"Of 30 members the canonical axis returns 20 `READS`, 1 `AMBIGUOUS`, 9 `UNDEFINED` and **zero** `AT_CHANCE`."
C0270,Results,"Reading and steering are coupled, and our previous dissociation was an item-pool artifact",prose,verdict_string,real,UNDEFINED,,0,member,E2,art_1xT3w1joqeJ8,/metadata/results/sanity_panel/rows/53/verdict,UNDEFINED,,EXACT (counts and verdict strings),MATCH,verdict string reproduced verbatim from a stamped source,NA,False,False,1b6a9013693652ed5086400b62e73cbee57ed89b692d7b06081df43bb74d6df1,"Of 30 members the canonical axis returns 20 `READS`, 1 `AMBIGUOUS`, 9 `UNDEFINED` and **zero** `AT_CHANCE`."
C0271,Results,"Reading and steering are coupled, and our previous dissociation was an item-pool artifact",prose,verdict_string,real,AT_CHANCE,,0,member,E2,art_1xT3w1joqeJ8,/metadata/results/sanity_panel/rows/49/verdict,AT_CHANCE,,EXACT (counts and verdict strings),MATCH,verdict string reproduced verbatim from a stamped source,NA,False,False,1b6a9013693652ed5086400b62e73cbee57ed89b692d7b06081df43bb74d6df1,"Of 30 members the canonical axis returns 20 `READS`, 1 `AMBIGUOUS`, 9 `UNDEFINED` and **zero** `AT_CHANCE`."
C0272,Results,"Reading and steering are coupled, and our previous dissociation was an item-pool artifact",prose,AUROC,real,0.685,0.685,3,member,E2,art_1xT3w1joqeJ8,/metadata/results/h1_abliterated_arm/per_member/10/A_auroc,0.6845417735526382,0.0004582264473618203,|delta| <= 0.5e-3 is ROUNDING_OK,ROUNDING_OK,resolved against a stamped source,HIGH,False,False,1b6a9013693652ed5086400b62e73cbee57ed89b692d7b06081df43bb74d6df1,"Every member on which the statistic exists reads at AUROC $\geq 0.685$, and the pre-registered $K < 3$ branch fires with $K = 0$ of $M = 4$: the two-checkpoint ""at chance in both roles"" claim is retracted."
C0273,Results,"Reading and steering are coupled, and our previous dissociation was an item-pool artifact",prose,AUROC,count,3,3.0,0,member,E2,art_1xT3w1joqeJ8,/metadata/results/h1_abliterated_arm/per_member/1/stratum_composition/xstest/n,3.0,0.0,EXACT (counts and verdict strings),MATCH,resolved against a stamped source,HIGH,False,False,1b6a9013693652ed5086400b62e73cbee57ed89b692d7b06081df43bb74d6df1,"Every member on which the statistic exists reads at AUROC $\geq 0.685$, and the pre-registered $K < 3$ branch fires with $K = 0$ of $M = 4$: the two-checkpoint ""at chance in both roles"" claim is retracted."
C0274,Results,"Reading and steering are coupled, and our previous dissociation was an item-pool artifact",prose,AUROC,count,0,0.0,0,member,E2,art_1xT3w1joqeJ8,/metadata/results/h1_abliterated_arm/per_member/2/n_refusal,0.0,0.0,EXACT (counts and verdict strings),MATCH,resolved against a stamped source,HIGH,False,False,1b6a9013693652ed5086400b62e73cbee57ed89b692d7b06081df43bb74d6df1,"Every member on which the statistic exists reads at AUROC $\geq 0.685$, and the pre-registered $K < 3$ branch fires with $K = 0$ of $M = 4$: the two-checkpoint ""at chance in both roles"" claim is retracted."
C0275,Results,"Reading and steering are coupled, and our previous dissociation was an item-pool artifact",prose,AUROC,count,4,4.0,0,member,E2,art_1xT3w1joqeJ8,/metadata/results/h1_abliterated_arm/per_member/6/stratum_composition/harmless/n,4.0,0.0,EXACT (counts and verdict strings),MATCH,resolved against a stamped source,HIGH,False,False,1b6a9013693652ed5086400b62e73cbee57ed89b692d7b06081df43bb74d6df1,"Every member on which the statistic exists reads at AUROC $\geq 0.685$, and the pre-registered $K < 3$ branch fires with $K = 0$ of $M = 4$: the two-checkpoint ""at chance in both roles"" claim is retracted."
C0276,Results,"Reading and steering are coupled, and our previous dissociation was an item-pool artifact",prose,rate,count,18,18.0,0,checkpoint,E2,art_1xT3w1joqeJ8,/metadata/results/h1_abliterated_arm/n_abliterated_class_measured,18.0,0.0,EXACT (counts and verdict strings),MATCH,resolved against a stamped source,HIGH,False,False,1b6a9013693652ed5086400b62e73cbee57ed89b692d7b06081df43bb74d6df1,"Of 18 abliterated-class checkpoints, 14 never produced the 40 spontaneous refusals the detection statistic needs, even after the full escalation ladder — 1,585 generations each, with a median spontaneous refusal rate of $0.0076$ across the weight-edited abliteration arm and $0.0000$ across the behavioural-uncensored candidate arm."
C0277,Results,"Reading and steering are coupled, and our previous dissociation was an item-pool artifact",prose,rate,count,14,14.0,0,checkpoint,E2,art_1xT3w1joqeJ8,/metadata/results/h3_joint_scatter/n_members,14.0,0.0,EXACT (counts and verdict strings),MATCH,resolved against a stamped source,MEDIUM,False,False,1b6a9013693652ed5086400b62e73cbee57ed89b692d7b06081df43bb74d6df1,"Of 18 abliterated-class checkpoints, 14 never produced the 40 spontaneous refusals the detection statistic needs, even after the full escalation ladder — 1,585 generations each, with a median spontaneous refusal rate of $0.0076$ across the weight-edited abliteration arm and $0.0000$ across the behavioural-uncensored candidate arm."
C0278,Results,"Reading and steering are coupled, and our previous dissociation was an item-pool artifact",prose,rate,count,40,40.0,0,checkpoint,E2,art_1xT3w1joqeJ8,/metadata/results/h1_abliterated_arm/per_member/11/stratum_composition/harmless/n_compliance,40.0,0.0,EXACT (counts and verdict strings),MATCH,resolved against a stamped source,MEDIUM,False,False,1b6a9013693652ed5086400b62e73cbee57ed89b692d7b06081df43bb74d6df1,"Of 18 abliterated-class checkpoints, 14 never produced the 40 spontaneous refusals the detection statistic needs, even after the full escalation ladder — 1,585 generations each, with a median spontaneous refusal rate of $0.0076$ across the weight-edited abliteration arm and $0.0000$ across the behavioural-uncensored candidate arm."
C0279,Results,"Reading and steering are coupled, and our previous dissociation was an item-pool artifact",prose,rate,count,"1,585",1585.0,0,checkpoint,E2,art_1xT3w1joqeJ8,/metadata/results/h1_abliterated_arm/per_member/0/n_scanned,1585.0,0.0,EXACT (counts and verdict strings),MATCH,resolved against a stamped source,MEDIUM,False,False,1b6a9013693652ed5086400b62e73cbee57ed89b692d7b06081df43bb74d6df1,"Of 18 abliterated-class checkpoints, 14 never produced the 40 spontaneous refusals the detection statistic needs, even after the full escalation ladder — 1,585 generations each, with a median spontaneous refusal rate of $0.0076$ across the weight-edited abliteration arm and $0.0000$ across the behavioural-uncensored candidate arm."
C0280,Results,"Reading and steering are coupled, and our previous dissociation was an item-pool artifact",prose,rate,real,0.0076,0.0076,4,checkpoint,E2,art_1xT3w1joqeJ8,/metadata/results/h1_abliterated_arm/per_member/5/spontaneous_refusal_rate,0.007570977917981073,2.9022082018927316e-05,|delta| <= 0.5e-4 is ROUNDING_OK,ROUNDING_OK,resolved against a stamped source,MEDIUM,False,False,1b6a9013693652ed5086400b62e73cbee57ed89b692d7b06081df43bb74d6df1,"Of 18 abliterated-class checkpoints, 14 never produced the 40 spontaneous refusals the detection statistic needs, even after the full escalation ladder — 1,585 generations each, with a median spontaneous refusal rate of $0.0076$ across the weight-edited abliteration arm and $0.0000$ across the behavioural-uncensored candidate arm."
C0281,Results,"Reading and steering are coupled, and our previous dissociation was an item-pool artifact",prose,rate,real,0.0000,0.0,4,checkpoint,E2,art_1xT3w1joqeJ8,/metadata/results/joint_scatter_points/2/max_refusal_rate,0.0,0.0,|delta| <= 0.5e-4 is ROUNDING_OK,MATCH,resolved against a stamped source,MEDIUM,False,False,1b6a9013693652ed5086400b62e73cbee57ed89b692d7b06081df43bb74d6df1,"Of 18 abliterated-class checkpoints, 14 never produced the 40 spontaneous refusals the detection statistic needs, even after the full escalation ladder — 1,585 generations each, with a median spontaneous refusal rate of $0.0076$ across the weight-edited abliteration arm and $0.0000$ across the behavioural-uncensored candidate arm."
C0282,Results,"Reading and steering are coupled, and our previous dissociation was an item-pool artifact",prose,AUROC,real,0.015,0.015,3,,E2,art_1xT3w1joqeJ8,/metadata/results/paired_A_minus_B_holm/holm_adjusted_p/lexi_coder_v4p1,0.015,0.0,|delta| <= 0.5e-3 is ROUNDING_OK,UNIT_MISSING,resolves to a source value but the sentence does not name the aggregation unit,MEDIUM,False,False,1b6a9013693652ed5086400b62e73cbee57ed89b692d7b06081df43bb74d6df1,"That is consistent with LatentBiopsy's finding that harm-intent geometry survives abliteration to within $0.015$ AUROC [45], and it removes the provenance-signal reading we had previously attached to the $n=2$ result."
C0283,Results,"Reading and steering are coupled, and our previous dissociation was an item-pool artifact",table,count,count,12,12.0,0,reference,E2,art_1xT3w1joqeJ8,/metadata/results/h1_abliterated_arm/per_member/12/n_layers,12.0,0.0,EXACT (counts and verdict strings),MATCH,resolved against a stamped source,MEDIUM,False,False,1b6a9013693652ed5086400b62e73cbee57ed89b692d7b06081df43bb74d6df1,"| aligned reference | 12 | 10 | 0.1131 | 11 READS, 1 AMBIGUOUS |"
C0284,Results,"Reading and steering are coupled, and our previous dissociation was an item-pool artifact",table,count,count,10,10.0,0,reference,E2,art_1xT3w1joqeJ8,/metadata/results/h1b_induction_paired/n_pairs,10.0,0.0,EXACT (counts and verdict strings),MATCH,resolved against a stamped source,MEDIUM,False,False,1b6a9013693652ed5086400b62e73cbee57ed89b692d7b06081df43bb74d6df1,"| aligned reference | 12 | 10 | 0.1131 | 11 READS, 1 AMBIGUOUS |"
C0285,Results,"Reading and steering are coupled, and our previous dissociation was an item-pool artifact",table,real,real,0.1131,0.1131,4,reference,E2,art_1xT3w1joqeJ8,/metadata/results/h1_abliterated_arm/by_arm/aligned_reference/median_spontaneous_refusal_rate,0.11309968818949326,3.1181050674788935e-07,|delta| <= 0.5e-4 is ROUNDING_OK,ROUNDING_OK,resolved against a stamped source,HIGH,False,False,1b6a9013693652ed5086400b62e73cbee57ed89b692d7b06081df43bb74d6df1,"| aligned reference | 12 | 10 | 0.1131 | 11 READS, 1 AMBIGUOUS |"
C0286,Results,"Reading and steering are coupled, and our previous dissociation was an item-pool artifact",table,count,count,11,11.0,0,reference,E2,art_1xT3w1joqeJ8,/metadata/results/h1_abliterated_arm/per_member/25/stratum_composition/harmful/n,11.0,0.0,EXACT (counts and verdict strings),MATCH,resolved against a stamped source,MEDIUM,False,False,1b6a9013693652ed5086400b62e73cbee57ed89b692d7b06081df43bb74d6df1,"| aligned reference | 12 | 10 | 0.1131 | 11 READS, 1 AMBIGUOUS |"
C0287,Results,"Reading and steering are coupled, and our previous dissociation was an item-pool artifact",table,count,count,1,1.0,0,reference,E2,art_1xT3w1joqeJ8,/metadata/results/h1_abliterated_arm/per_member/0/n_refusal,1.0,0.0,EXACT (counts and verdict strings),MATCH,resolved against a stamped source,MEDIUM,False,False,1b6a9013693652ed5086400b62e73cbee57ed89b692d7b06081df43bb74d6df1,"| aligned reference | 12 | 10 | 0.1131 | 11 READS, 1 AMBIGUOUS |"
C0288,Results,"Reading and steering are coupled, and our previous dissociation was an item-pool artifact",table,verdict_string,real,READS,,0,reference,E2,art_1xT3w1joqeJ8,/metadata/results/sanity_panel/rows/37/verdict,READS,,EXACT (counts and verdict strings),MATCH,verdict string reproduced verbatim from a stamped source,NA,False,False,1b6a9013693652ed5086400b62e73cbee57ed89b692d7b06081df43bb74d6df1,"| aligned reference | 12 | 10 | 0.1131 | 11 READS, 1 AMBIGUOUS |"
C0289,Results,"Reading and steering are coupled, and our previous dissociation was an item-pool artifact",table,verdict_string,real,AMBIGUOUS,,0,reference,E2,art_1xT3w1joqeJ8,/metadata/results/sanity_panel/D_violations/6/verdict,AMBIGUOUS,,EXACT (counts and verdict strings),MATCH,verdict string reproduced verbatim from a stamped source,NA,False,False,1b6a9013693652ed5086400b62e73cbee57ed89b692d7b06081df43bb74d6df1,"| aligned reference | 12 | 10 | 0.1131 | 11 READS, 1 AMBIGUOUS |"
C0290,Results,"Reading and steering are coupled, and our previous dissociation was an item-pool artifact",table,count,count,9,9.0,0,,E2,art_1xT3w1joqeJ8,/metadata/results/h1_abliterated_arm/per_member/0/matched_contrast/n_shared_c,9.0,0.0,EXACT (counts and verdict strings),MATCH,resolved against a stamped source,HIGH,False,False,1b6a9013693652ed5086400b62e73cbee57ed89b692d7b06081df43bb74d6df1,"| weight-edited abliteration | 9 | 1 | 0.0076 | 5 READS, 4 UNDEFINED |"
C0291,Results,"Reading and steering are coupled, and our previous dissociation was an item-pool artifact",table,count,count,1,1.0,0,,E2,art_1xT3w1joqeJ8,/metadata/results/h1_abliterated_arm/per_member/0/n_refusal,1.0,0.0,EXACT (counts and verdict strings),MATCH,resolved against a stamped source,HIGH,False,False,1b6a9013693652ed5086400b62e73cbee57ed89b692d7b06081df43bb74d6df1,"| weight-edited abliteration | 9 | 1 | 0.0076 | 5 READS, 4 UNDEFINED |"
C0292,Results,"Reading and steering are coupled, and our previous dissociation was an item-pool artifact",table,real,real,0.0076,0.0076,4,,E2,art_1xT3w1joqeJ8,/metadata/results/h1_abliterated_arm/per_member/5/spontaneous_refusal_rate,0.007570977917981073,2.9022082018927316e-05,|delta| <= 0.5e-4 is ROUNDING_OK,ROUNDING_OK,resolved against a stamped source,HIGH,False,False,1b6a9013693652ed5086400b62e73cbee57ed89b692d7b06081df43bb74d6df1,"| weight-edited abliteration | 9 | 1 | 0.0076 | 5 READS, 4 UNDEFINED |"
C0293,Results,"Reading and steering are coupled, and our previous dissociation was an item-pool artifact",table,count,count,5,5.0,0,,E2,art_1xT3w1joqeJ8,/metadata/results/h3_joint_scatter/within_member/0/n_axes,5.0,0.0,EXACT (counts and verdict strings),MATCH,resolved against a stamped source,HIGH,False,False,1b6a9013693652ed5086400b62e73cbee57ed89b692d7b06081df43bb74d6df1,"| weight-edited abliteration | 9 | 1 | 0.0076 | 5 READS, 4 UNDEFINED |"
C0294,Results,"Reading and steering are coupled, and our previous dissociation was an item-pool artifact",table,count,count,4,4.0,0,,E2,art_1xT3w1joqeJ8,/metadata/results/h1_abliterated_arm/per_member/6/stratum_composition/harmless/n,4.0,0.0,EXACT (counts and verdict strings),MATCH,resolved against a stamped source,HIGH,False,False,1b6a9013693652ed5086400b62e73cbee57ed89b692d7b06081df43bb74d6df1,"| weight-edited abliteration | 9 | 1 | 0.0076 | 5 READS, 4 UNDEFINED |"
C0295,Results,"Reading and steering are coupled, and our previous dissociation was an item-pool artifact",table,verdict_string,real,READS,,0,,E2,art_1xT3w1joqeJ8,/metadata/results/sanity_panel/rows/37/verdict,READS,,EXACT (counts and verdict strings),MATCH,verdict string reproduced verbatim from a stamped source,NA,False,False,1b6a9013693652ed5086400b62e73cbee57ed89b692d7b06081df43bb74d6df1,"| weight-edited abliteration | 9 | 1 | 0.0076 | 5 READS, 4 UNDEFINED |"
C0296,Results,"Reading and steering are coupled, and our previous dissociation was an item-pool artifact",table,verdict_string,real,UNDEFINED,,0,,E2,art_1xT3w1joqeJ8,/metadata/results/sanity_panel/rows/53/verdict,UNDEFINED,,EXACT (counts and verdict strings),MATCH,verdict string reproduced verbatim from a stamped source,NA,False,False,1b6a9013693652ed5086400b62e73cbee57ed89b692d7b06081df43bb74d6df1,"| weight-edited abliteration | 9 | 1 | 0.0076 | 5 READS, 4 UNDEFINED |"
C0297,Results,"Reading and steering are coupled, and our previous dissociation was an item-pool artifact",table,count,count,5,5.0,0,,E2,art_1xT3w1joqeJ8,/metadata/results/h3_joint_scatter/within_member/0/n_axes,5.0,0.0,EXACT (counts and verdict strings),MATCH,resolved against a stamped source,HIGH,False,False,1b6a9013693652ed5086400b62e73cbee57ed89b692d7b06081df43bb74d6df1,"| behavioural-uncensored candidate | 5 | 0 | 0.0000 | 1 READS, 4 UNDEFINED |"
